61,8.937204065,11.79494627,36.50172307,3.330181023,0.689237525,0.189023506,0.603035126,136,59,394,3
60,12.63539735,19.15141236,36.61891032,3.428995111,0.561056311,0.091367086,0.566671232,155,39,479,1
81,3.660028324,6.226097892,36.17689799,2.819286369,0.417951084,0.227354958,1.422474737,55,30,832,3
119,0.563070222,4.54296794,37.20529265,2.192960715,0.140185794,0.502964986,1.669044761,39,40,602,3
118,0.477377763,0.996209393,37.24811759,2.450138514,0.064471019,0.695604385,1.854075844,10,42,908,3
77,9.024551783,19.67015989,36.80566538,3.728565212,0.672491423,0.133989836,0.628898831,151,47,449,3
83,4.049829831,6.347192454,36.29936167,2.721966825,0.419392057,0.258175946,1.357725482,58,42,504,3
112,1.322308539,3.477925872,37.35204984,2.341349252,0.078561543,0.618456102,1.627408812,9,55,388,3
92,2.205338765,7.237501363,36.08201087,2.673052014,0.463995962,0.276809477,1.304935459,85,34,598,2
89,4.761323109,8.218163988,36.13547687,2.561626854,0.329945113,0.356532585,1.294055027,77,59,663,3
113,1.711516009,4.373812619,37.29063102,2.262272033,0.163289608,0.724800554,1.700162592,6,59,381,3
65,13.15621771,11.7920985,36.54110079,3.328357785,0.712188384,0.108531856,0.686211848,150,35,648,3
79,8.822559147,16.47578491,36.98313813,3.510375407,0.993438423,0.060449879,0.515434066,138,55,906,3
76,14.53603368,16.5048335,36.83655665,3.178928512,0.746304839,0.073416549,0.735478426,119,50,985,1
92,4.716624983,7.724079437,36.46224718,2.786177256,0.313927263,0.310573879,1.287869466,85,47,474,2
62,11.22876149,12.59614099,36.79087421,3.240952043,0.723222636,0.02454114,0.518650274,142,33,370,3
111,1.92396524,2.611146474,37.27658835,2.470800519,0.184229428,0.765233586,1.548997371,40,53,545,3
89,3.228028891,8.307883703,36.31685487,2.691320578,0.422657279,0.362749659,1.013142386,88,39,548,3
79,10.16676393,19.91874545,36.52731077,3.491044822,0.545708275,0.031957112,0.691519175,156,39,432,1
74,8.361096462,16.39747712,36.76687666,3.815586981,0.813722805,5.05E-05,0.881587193,195,39,954,3
105,0.310866608,3.689931911,37.45996737,2.020969007,0.079116422,0.799044493,1.866335985,32,43,469,2
85,2.664105678,5.774056203,36.15118452,2.862192034,0.332989332,0.304846808,1.13460496,97,36,437,3
105,1.210481515,0.48355251,37.23315611,2.218103648,0.170504601,0.687619158,1.819851031,35,50,454,2
108,1.0440029,3.039600292,37.19122185,2.493728308,0.141004252,0.587302038,1.528883149,5,51,891,2
89,3.655038691,8.008822211,36.49932394,2.600592071,0.404643604,0.269237062,1.262946484,93,33,654,3
