27671.238,-45219.934,-19077.54,16673.086,27912.966,-57637.565,-27105.555,115.775,3563.95,28457.627,-15349.261,-39172.2,-60528.124,-62867.962,30926.145,223023.826,249770.83,26924.585,400133.489,142901.437,208948.82,85269.011,332085.475,365555.801,342337.855,242714.956,280560.317,364058.182,86441.209,313897.141,149445.617,116528.649,30840.535,-256641.535,-224383.532,-229434.889,-314712.036,-109903.304,-164158.093,-226883.758,-194450.463,-210902.807,-213556.173,-225957.435,-102704.073,-379768.681,-96065.546,-275528.3,-296240.063,-362326.448,-193992.248,-589998.125,-550658.994,-75525.315,-619819.888,-95040.308,-376384.929,-622855.706,-308296.032,-338183.522,-363113.685,-527257.768,-502928.93,-325303.462,-462016.085,-302866.443,-220869.76,-656841.695,-663688.428,-355710.338,50260.147,75119.963,67951.596,138663.433,103277.041,150338.835,34225.07,22741.714,132357.779,6288.176,89054.567,120295.591,163244.816,107501.224,4461.468,-57249.127,-56031.562,36449.899,-56139.551,-37111.434,-1415.523,30212.71,-23275.78,31496.427,-51162.676,-48831.864,4127.811,-32177.057,14329.588,-4347.127
-50015.577,-101426.035,-34694.651,-10108.01,10573.389,-89993.336,-74805.008,-9135.178,-57359.176,-35118.572,-68716.717,-111854.311,-132412.51,-139231.158,13491.674,317825.83,368361.146,61991.803,568711.897,209364.657,293606.507,121470.058,489233.906,536400.978,493854.547,347531.168,408699.956,513373.568,145032.912,480694.419,206591.114,160400.133,53988.895,-266051.343,-234952.129,-239270.457,-328146.956,-114496.259,-172984.095,-236201.444,-204768.664,-221852.257,-224298.49,-237210.409,-108527.088,-394836.062,-101138.39,-289848.212,-309542.697,-379158.983,-188015.435,-569731.116,-529312.002,-73549.892,-595522.296,-92163.478,-363778.45,-604499.633,-299411.574,-325730.314,-350550.36,-509999.372,-485605.007,-313422.452,-448837.359,-291581.712,-212170.406,-634185.333,-640483.03,-344389.423,16932.787,-89909.434,-33753.431,-72441.971,9374.32,-134687.175,-98592.325,-11453.823,-101756.619,-16881.322,-28657.779,-84114.951,-67703.96,-121120.18,-15710.473,116300.555,135652.512,75095.978,145918.75,115316.718,59534.119,111140.623,80082.279,135020.1,210692.263,97371.215,45345.926,137409.245,143266.345,248134.747
311077.578,163478.724,38651.676,115006.762,93607.689,62211.75,151910.826,34673.866,226888.927,258147.563,179666.137,231644.368,207703.827,214335.665,94790.253,221383.283,248714.523,26445.688,398962.417,142238.01,207422.501,85040.404,329633.666,363520.708,340984.716,242283.172,279365.67,361446.265,86131.362,311049.875,148548.846,115847.174,30621.74,-228888.263,-191394.437,-200690.526,-273631.685,-95774.003,-138610.177,-199496.417,-163723.488,-177650.902,-180855.761,-192059.698,-83855.173,-332877.554,-81330.568,-233148.463,-256544.442,-314219.028,-80962.642,-212143.331,-172597.222,-37982.193,-201506.829,-41507.047,-141605.979,-253595.133,-141648.111,-108353.915,-131265.525,-206271.832,-178395.971,-89335.145,-190426.506,-96778.494,-56755.539,-221851.791,-230685.512,-136387.881,-6935.253,-210901.996,-107217.7,-223048.061,-57033.8,-339949.324,-192796.14,-36203.641,-267824.479,-33344.158,-112354.511,-233597.655,-235085.568,-286464.167,-30096.801,-69946.945,-70727.075,33485.382,-71192.583,-49916.404,-6574.079,23372.129,-31285.979,22552.209,-70773.384,-60048.684,665.415,-44996.753,3930.459,-22543.68
-27619.65,-84540.608,-30067.272,-1940.203,15758.893,-80368.963,-60183.78,-6315.204,-39280.516,-14616.875,-52269.481,-90247.455,-111064.315,-116825.092,18862.873,351810.198,412884.911,75132.231,629977.62,233501.42,324218.737,134579.614,545382.474,598684.945,548167.736,385300.264,454852.027,568458.185,166478.633,541455.905,227747.004,176539.243,62507.385,-241318.419,-206167.496,-213491.537,-291948.217,-102124.01,-149787.003,-212363.369,-177705.631,-193122.755,-195794.64,-207414.929,-92183.047,-354033.412,-87974.383,-252310.971,-274796.157,-335976.823,-134381.147,-390207.554,-348720.133,-55784.503,-398293.055,-66709.468,-252168.486,-428039.207,-220154.285,-216490.777,-240656.517,-358207.074,-330412.379,-200151.994,-319378.337,-193277.842,-134339.517,-426530.28,-434451.313,-240456.988,82834.955,237493.135,167147.703,344040.116,194978.144,427834.595,162838.345,56282.514,360759.226,28879.723,203720.015,322144.891,391872.873,333243.73,24203.642,14495.294,23965.423,52701.797,27502.506,25701.696,23548.833,63658.334,19096.039,74387.782,57199.757,11752.637,20972.346,37902.997,67351.204,100917.857
186583.392,70434.906,13019.624,71624.56,64760.934,9362.904,73224.758,19425.537,127733.199,156048.565,93150.48,112237.966,89690.797,90449.476,66575.591,162640.931,174091.989,3995.486,293168.306,100711.925,155081.435,62385.196,231351.472,256587.479,244539.767,176289.442,198378.782,267515.819,49501.14,206780.898,112780.917,87802.397,15927.512,-269382.37,-239121.485,-242123.445,-333225.729,-115757.557,-175274.597,-239618.712,-208405.464,-225196.38,-228633.915,-240444.925,-111117.544,-400295.224,-102609.658,-294759.524,-314473.184,-384068.455,-95512.153,-261031.707,-221565.533,-42737.387,-254649.006,-48595.925,-171645.239,-300652.134,-163223.742,-138009.886,-161972.028,-248321.613,-218972.742,-119081.37,-225956.112,-123341.911,-77854.864,-278183.183,-286325.762,-164254.82,65022.326,149422.023,113433.732,232020.759,145232.351,276132.765,92596.067,38163.88,237295.543,16495.196,141443.56,212998.351,267839.507,210060.343,13457.118,220349.672,249366.707,98248.859,264332.742,206797.215,96072.868,159590.566,141066.897,196686.484,362648.708,184715.664,70132.182,239321.718,220573.182,397034.835
67823.251,-15051.744,-10582.996,31482.187,37602.051,-40062.149,-439.488,5320.058,35773.926,61780.704,12902.944,152.453,-20644.905,-23670.639,40165.092,355185.553,416239.144,76150.754,635860.457,235427.825,327202.822,135821.874,551740.555,605275.94,554382.059,388510.132,459727.917,573722.883,168548.151,546503.993,229923.269,178013.306,63262.077,-220022.109,-180915.576,-191877.595,-259763.971,-91177.664,-130223.009,-190885.524,-153608.717,-166508.441,-170206.957,-181304.263,-77687.874,-317912.088,-76231.44,-219912.304,-243857.747,-298102.08,-132853.221,-386115.104,-344441.68,-55147.459,-391592.108,-65891.305,-248900.331,-422150.096,-217122.079,-212632.081,-237054.135,-353450.61,-326494.191,-196771.858,-315840.258,-190360.468,-131903.257,-420018.569,-428164.957,-236644.382,65568.952,152186.285,114970.401,235352.804,146706.338,281541.918,94793.311,38777.124,239298.085,16827.21,142754.81,215712.629,271800.597,215891.671,13754.014,-139928.013,-149266.805,17968.4,-151769.585,-110099.269,-30722.384,-8433.961,-71942.148,-18485.709,-173562.709,-118450.882,-15939.834,-114294.686,-48291.986,-122548.927
344276.786,186760.867,45404.733,126371.308,100732.197,75869.185,171929.509,38545.24,250995.503,285182.89,202139.416,263049.531,238925.93,246071.526,101800.543,91313.746,86288.982,-22036.3,169742.47,52094.043,93184.275,35912.878,116070.759,129729.155,133927.565,99914.99,104866.105,156536.299,6353.035,83898.629,70022.285,55727.184,-1025.663,-210494.379,-168973.627,-181859.912,-246139.946,-86665.788,-121030.806,-181546.792,-143309.743,-155326.94,-159200.35,-169574.267,-70788.269,-300991.003,-71080.061,-204765.359,-230156.053,-281205.61,-173210.205,-520563.113,-480320.542,-68737.311,-540736.75,-85175.188,-333748.515,-554453.239,-277640.282,-295438.519,-321560.314,-467852.894,-442599.705,-281842.856,-412919.968,-264772.946,-190782.758,-576893.337,-583601.39,-314799.03,10515.288,-122654.405,-53270.908,-111382.784,-7771.629,-190826.61,-122674.421,-17938.025,-145175.65,-21255.183,-50984.291,-124251.345,-113240.568,-165826.718,-19620.429,76442.188,92456.49,66537.915,99846.092,80966.306,46018.605,93356.729,56455.48,111892.726,151772.448,64683.896,36140.67,99978.521,113856.017,192219.013
294446.354,149833.554,35211.657,109267.781,89258.586,54548.352,140705.668,32428.099,213296.95,243784.026,167653.699,215561.041,191048.894,197454.257,90644.181,339455.964,395453.039,70145.728,608253.898,224226.525,312915.775,129642.007,524849.791,576610.295,528481.267,371648.176,437452.188,548412.339,158915.479,518653.081,220113.831,170415.868,59315.589,-335018.018,-316595.916,-309376.189,-430247.503,-148743.868,-235964.989,-303958.021,-281478.444,-303517.854,-305428.882,-319969.73,-155587.331,-511227.748,-138117.887,-393782.75,-408834.498,-499404.788,-113864.164,-320010.302,-281289.552,-48828.7,-318812.534,-56922.493,-208503.763,-358700.066,-189248.282,-173963.309,-197320.725,-298513.472,-269906.944,-156634.088,-267904.392,-155414.561,-103639.014,-345784.732,-354280.801,-199160.86,-3119.872,-190302.906,-94705.262,-197716.916,-46033.985,-307139.044,-177457.038,-31747.2,-240172.31,-30718.581,-98710.468,-207416.785,-207532.489,-258971.562,-27854.832,209619.521,238126.463,96202.872,253628.572,199322.22,92697.039,155619.902,135996.316,192146.767,350359.645,176954.278,67745.991,230102.531,212797.432,383060.993
82078.706,-3949.14,-7829.955,36593.108,41111.683,-34198.001,8075.511,7054.915,47255.207,73579.781,22906.347,14431.787,-7406.362,-8987.386,43642.809,281119.254,323553.773,48600.226,505401.121,183851.625,261069.267,107548.784,428878.774,471407.2,435828.749,308379.898,360064.608,456234.91,123144.638,417550.899,184705.634,143613.428,45244.976,-317426.824,-295623.481,-291427.814,-404498.483,-140068.792,-220023.55,-286922.381,-262416.116,-282856.448,-284473.948,-298965.602,-143765.874,-482267.068,-128856.719,-367519.124,-383713.003,-468454.921,-138934.962,-405906.637,-364183.208,-57181.942,-414360.492,-68666.65,-261681.153,-442087.724,-226635.341,-225342.662,-250561.785,-370251.394,-343472.685,-210011.103,-329362.586,-200969.057,-140125.123,-445115.069,-451330.842,-248473.474,21145.047,-71273.017,-21104.738,-46144.1,21530.798,-99657.937,-81604.996,-7120.212,-71364.423,-13874.586,-14065.528,-59167.101,-39448.133,-92471.923,-13199.699,-172578.389,-183211.561,10598.633,-190294.139,-139177.405,-42497.231,-23743.012,-91734.402,-38261.845,-223131.304,-145333.131,-23468.852,-145577.554,-72281.936,-169736.674
416478.484,238859.039,59911.059,151358.137,117452.492,106374.793,217098.743,47261.772,307809.472,342775.046,251606.687,330371.914,307678.532,315533.063,118072.026,345977.851,404621.96,72363.506,620441.904,229303.267,318494.352,132026.844,535656.119,587910.176,538281.847,378498.737,445880.451,558179.401,162817.707,530031.396,223976.955,173535.166,60911.315,-188604.046,-144296.725,-160252.081,-214432.072,-75796.958,-101944.608,-160114.554,-119328.905,-129557.865,-133710.805,-143295.962,-56539.851,-264378.97,-59576.58,-172923.283,-199231.033,-243353.866,-169944.524,-510847.276,-468899.242,-67526.85,-530027.709,-83617.003,-325642.881,-544117.063,-272901.135,-288679.55,-313241.751,-457914.329,-432894.503,-274770.725,-405399.53,-258943.01,-185498.1,-564619.249,-571750.903,-308770.293,-13364.54,-241161.817,-126450.933,-264049.069,-75253.6,-394629.178,-218692.961,-42525.47,-312609.872,-37814.188,-135837.6,-272302.694,-278565.828,-329977.538,-34052.567,-216929.668,-233348.014,685.652,-242448.448,-178317.654,-58438.893,-45055.483,-118555.958,-65811.193,-290171.443,-183233.639,-34208.606,-189124.215,-106100.873,-235491.189
