0,0,38.4294,10.9435,1000,60,0.302277,508,118.11,0,0,0,4,4,0.015434,328,1,1,1,64,0,108.57,0,255,4.50625,0,2127,0,17.6,0,4,16.1937
0,1,38.3609,15.3212,1000,60,0.302277,508,118.11,0,0,0,4,4,0.015434,328,1,1,1,64,0,108.57,0,255,4.50625,0,2127,0,17.6,0,4,16.1744
0,2,38.2342,11.514,1000,60,0.302277,508,118.11,0,0,0,4,8,0.015938,328,1,1,1,65,0,108.65,0.07,255,4.50625,0,2131,0,17.6,0,4,16.1602
0,3,37.9304,12.2615,1000,60,0.302277,508,118.11,0,0,0,4,8,0.015938,328,1,1,1,65,0,108.65,0.07,255,4.50625,0,2131,0,17.6,0,4,16.1725
0,4,37.8085,12.3666,1000,60,0.302277,504,119.048,0,0,0,4,8,0.015938,328,1,1,1,65,0,108.57,0,255,4.50625,0,2136,0,17.6,0,4,16.1459
0,5,37.7257,11.4631,1000,60,0.302277,504,119.048,0,0,0,4,8,0.015938,328,1,1,1,65,0,108.62,-0.175,255,5.99375,0,2133,0,17.6,0,4,16.1292
0,6,37.4322,14.8201,1000,60,0.302277,504,119.048,0,0,0,4,8,0.015938,328,1,1,1,65,0,108.6,0.07,752,5.99375,0,2136,0,17.6,0,4,16.1174
0,7,37.3015,11.3936,1000,60,0.302277,504,119.048,0,0,0,4,8,0.015938,328,1,1,1,65,0,108.65,0.07,752,5.99375,0,2133,0,17.6,0,4,16.0881
0,8,37.6209,12.2562,1000,60,0.302277,504,119.048,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.61,0.07,1008,5.99375,0,2133,0,17.1,0,4,16.1096
0,9,37.6372,11.6254,1000,60,0.302277,504,119.048,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.55,0.28,752,4.50625,0,2129,0,16.7,0,4,16.132
0,10,37.6764,12.6237,800,75,0.269844,492,121.951,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.65,0.07,240,4.50625,0,2130,0,16.7,0,4,16.1541
0,11,37.9538,15.891,800,75,0.269844,492,121.951,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.6,0,511,3.01875,0,2128,0,16.3,0,4,16.1532
0,12,38.4984,12.3181,800,75,0.269844,492,121.951,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.54,-0.07,767,3.01875,0,2130,0,15.8,0,4,16.1865
0,13,38.9776,13.54,800,75,0.269844,492,121.951,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.59,-0.07,255,3.01875,0,2128,0,15.4,0,4,16.2647
0,14,39.5482,14.2027,800,75,0.269844,512,117.188,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.72,-0.175,511,3.01875,0,2134,0,15.4,0,4,16.2974
0,15,40.0308,11.7881,800,75,0.269844,512,117.188,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.62,-0.07,511,3.01875,0,2118,0,15.4,0,4,16.3303
0,16,40.2425,16.5256,800,75,0.269844,512,117.188,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.67,-0.28,1023,3.01875,0,2113,0,15.4,0,4,16.383
0,17,40.5637,12.2214,800,75,0.269844,512,117.188,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.51,-0.175,767,3.01875,0,2115,0,14.9,0,4,16.3938
0,18,41.0027,14.9835,1000,60,0.243897,512,117.188,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.54,0,255,3.01875,0,2115,0,14.9,0,4,16.4296
0,19,41.1602,17.6574,1000,60,0.243897,512,117.188,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.51,-0.07,752,3.01875,0,2119,0,14.9,0,4,16.4471
0,20,41.2038,6.35073,1000,60,0.243897,532,112.782,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.51,0,1008,3.01875,0,2121,0,14.9,0,4,16.4717
0,21,41.2943,14.9932,1000,60,0.243897,532,112.782,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.57,-0.07,1023,3.01875,0,2122,0,14.5,0,4,16.4605
0,22,41.0676,12.8412,600,100,0.230924,532,112.782,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.53,-0.07,1023,3.01875,0,2122,0,14.5,0,4,16.4317
0,23,41.1003,11.4543,600,100,0.230924,532,112.782,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.46,0.175,1023,4.50625,0,2117,0,14.5,0,4,16.4548
0,24,41.183,13.4626,600,100,0.230924,532,112.782,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.5,-0.175,1008,4.50625,0,2120,0,14.5,0,4,16.4544
0,25,40.9521,18.0199,600,100,0.230924,532,112.782,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.51,0.07,1008,4.50625,0,2120,0,14.5,0,4,16.4302
0,26,40.6337,6.45395,600,100,0.230924,600,100,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.43,0,752,4.50625,0,2124,0,14.5,0,4,16.4427
0,27,40.448,14.6866,600,100,0.230924,600,100,0,0,0,4,-6,0.015812,324,1,1,1,65,0,108.46,0,240,4.50625,0,2127,0,14.1,0,4,16.4331
0,28,40.0933,12.8447,684,87.7193,0.230924,600,100,0,0,0,4,-12,0.015749,322,1,1,1,65,0,108.39,0.07,496,4.50625,0,2124,0,14.1,0,4,16.3979
0,29,39.6976,11.0772,684,87.7193,0.230924,600,100,0,0,0,4,-12,0.015749,322,1,1,1,65,0,108.51,0,496,4.50625,0,2122,0,14.1,0,4,16.3789
